Unnamed: 0,reactant_type,reactant_subtype,reactant_smiles,shadow_smiles
129,carbonyl,ald,COc1ccc2c(c1)[C@@H](CC=O)[C@@]1(C(=O)N(C(=O)OC(C)(C)C)c3ccccc31)[C@H](c1ccc([N+](=O)[O-])cc1)O2,COc1ccc2c(c1)[C@@H](CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)[C@@]1(C(=O)N(C(=O)OC(C)(C)C)c3ccccc31)[C@H](c1ccc([N+](=O)[O-])cc1)O2
130,carbonyl,ald,CCOC(=O)COc1c(C)cccc1C=O,CCOC(=O)COc1c(C)cccc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
131,carbonyl,ald,CC1(C)O[C@H]2O[C@H](C=O)[C@]3(C[C@@H]4CC[C@@H](O)[C@@H]43)[C@H]2O1,CC1(C)O[C@H]2O[C@H](C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)[C@]3(C[C@@H]4CC[C@@H](O)[C@@H]43)[C@H]2O1
132,carbonyl,keto,CC(=O)/C=C/C=C(\C)CC/C=C(\C)CC/C=C(\C)C,CC(=O)/C=C/C=C(\C)CC/C=C(\C)CC/C=C(\C)C
133,carbonyl,ald,O=Cc1cccc(-c2cccc(Cl)c2)c1,Clc1cccc(-c2cccc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)c2)c1
134,carbonyl,ald,O=CCCNC(=O)OCc1ccccc1,O=C(NCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)OCc1ccccc1
135,carbonyl,keto,CC1(C)OC[C@H]2O[C@H]3C[C@H]3C(=O)[C@@H]2O1,CC1(C)OC[C@H]2O[C@H]3C[C@H]3C(=O)[C@@H]2O1
136,carbonyl,keto,CC(=O)CCCC(=O)O,CC(=O)CCCC(=O)O
137,carbonyl,ald,COc1cc(Br)cc(C=O)c1,COc1cc(Br)cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c1
138,alkyl,alkyl,COc1ccc(COCCC=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COc1ccc(COCCC=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
139,carbonyl,keto,C[C@@H](CCCC(C)(C)O)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,C[C@@H](CCCC(C)(C)O)[C@H]1CC[C@H]2C(=O)CCC[C@]12C
140,carbonyl,ald,COc1ccc(CO[C@@H](C)[C@@H](C=O)OC(=O)c2ccccc2)cc1,COc1ccc(CO[C@@H](C)[C@@H](C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)OC(=O)c2ccccc2)cc1
141,carbonyl,ald,CC(C)(C)[Si](C)(C)Oc1cccc2cnc(C=O)nc12,[SiH3]Oc1cccc2cnc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)nc12
142,carbonyl,ald,O=C[C@H](SCc1ccccc1)[C@@H](c1ccccc1)N1C(=O)CCC1=O,O=C1CCC(=O)N1[C@H](c1ccccc1)[C@H](C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)SCc1ccccc1
143,carbonyl,ald,O=Cc1ccc(-c2ccc(Cl)c(C(=O)O)c2)[nH]1,O=C(O)c1cc(-c2ccc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)[nH]2)ccc1Cl
144,carbonyl,ald,O=CC1(c2ccccc2)COC2(CCCCCCCCCCC2)OO1,C(C1(c2ccccc2)COC2(CCCCCCCCCCC2)OO1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
145,carbonyl,ald,O=CC(=O)c1ccccc1,O=C(C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)c1ccccc1
146,carbonyl,ald,O=C/C=C/OCc1ccccc1,C(/C=C/OCc1ccccc1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
147,alkyl,alkyl,CCOC=P(c1ccccc1)(c1ccccc1)c1ccccc1,CCOC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
148,carbonyl,ald,Cc1cc(Br)cc2c(C=O)c[nH]c12,Cc1cc(Br)cc2c(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)c[nH]c12
149,carbonyl,ald,CC(C)CCCC(=O)/C=C/CCCC=O,CC(C)CCCC(=O)/C=C/CCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
150,alkyl,alkyl,O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)Oc1ccc(F)cc1,O=C(C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)Oc1ccc(F)cc1
151,carbonyl,ald,C[C@H]1OC(C)(C)O[C@@]1(C)C=O,C[C@H]1OC(C)(C)O[C@@]1(C)C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
152,carbonyl,ald,C/C(C)=C\C=O,CC(C)=CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
153,carbonyl,keto,CCOc1ccc(Cc2cc([C@@H]3O[C@@H]4CO[C@@H](c5ccccc5)O[C@H]4C(=O)[C@H]3OCOC)ccc2Cl)cc1,CCOc1ccc(Cc2cc([C@@H]3O[C@@H]4CO[C@@H](c5ccccc5)O[C@H]4C(=O)[C@H]3OCOC)ccc2Cl)cc1
154,alkyl,alkyl,CC(C)COC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,CC(C)COC(=O)C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
155,carbonyl,ald,COc1cccc(C(=O)c2cc(Cl)ccc2-c2ccccc2C=O)c1OC,COc1cccc(C(=O)c2cc(Cl)ccc2-c2ccccc2C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c1OC
156,carbonyl,ald,C[C@@H](Cl)C[C@@H]1O[C@H]1C=O,C[C@@H](Cl)C[C@@H]1O[C@H]1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
157,alkyl,alkyl,Clc1nc2ccccc2cc1C=P(c1ccccc1)(c1ccccc1)c1ccccc1,Clc1nc2ccccc2cc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
158,carbonyl,ald,CCCn1ccnc1C=O,CCCn1ccnc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
159,alkyl,alkyl,CC(C)CNC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,CC(C)CNC(=O)C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
160,alkyl,alkyl,O=[N+]([O-])c1ccc(C=Cc2ccc(C=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(C=Cc2ccc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)cc2)c([N+](=O)[O-])c1
161,carbonyl,ald,Cc1cc(C=O)nn1-c1ccc(Cl)c(Cl)c1,Cc1cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)nn1-c1ccc(Cl)c(Cl)c1
162,carbonyl,ald,C/C(=C\CO)CCCC=O,C/C(=C\CO)CCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
163,alkyl,alkyl,O=[N+]([O-])c1ccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c([N+](=O)[O-])c1
164,carbonyl,ald,C[Si](C)(C)C#CCCCCC=O,C[Si](C)(C)C#CCCCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
165,carbonyl,keto,O=C(COC1CCCCO1)c1cccc(Cl)c1,O=C(COC1CCCCO1)c1cccc(Cl)c1
166,carbonyl,ald,CC(=O)N[C@H](C=O)CC(C)C,CC(=O)N[C@H](C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)CC(C)C
167,carbonyl,ald,Cc1oc(C=O)cc1N1CCCCC1,Cc1oc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1N1CCCCC1
168,carbonyl,ald,COC(COc1ccc(C=O)cc1)OC,COC(COc1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1)OC
169,carbonyl,ald,COc1ccc(-c2cc(C=O)on2)cc1OC,COc1ccc(-c2cc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)on2)cc1OC
170,carbonyl,ald,O=C/C=C/Cc1ccc2c(c1)OCO2,C(/C=C/Cc1ccc2c(c1)OCO2)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
171,carbonyl,ald,CCCCCCCCN1c2ccccc2Sc2cc(/C=C/c3ccc4c(c3)Sc3cc(C=O)ccc3N4CCCCCCCC)ccc21,CCCCCCCCN1c2ccccc2Sc2cc(/C=C/c3ccc4c(c3)Sc3cc(C=P(c5ccccc5)(c5ccccc5)[Yb]5CCCCC5)ccc3N4CCCCCCCC)ccc21
172,carbonyl,ald,CN(C)c1ccncc1C=O,CN(C)c1ccncc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
173,carbonyl,ald,COC(=O)c1ccc(C=O)cc1,COC(=O)c1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
174,carbonyl,keto,COc1ccc(C(CC(=O)O)CC(=O)c2ccccc2)cc1,COc1ccc(C(CC(=O)O)CC(=O)c2ccccc2)cc1
175,carbonyl,ald,O=Cc1cc(Br)ccc1F,Fc1ccc(Br)cc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
176,carbonyl,ald,CC1=C(C=O)C(C)(C)CCC1,CC1=C(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)C(C)(C)CCC1
177,carbonyl,ald,CC(C)(C)[Si](OCCCCC(=O)CCC=O)(c1ccccc1)c1ccccc1,CC(C)(C)[Si](OCCCCC(=O)CCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)(c1ccccc1)c1ccccc1
178,carbonyl,ald,C=C(C)CC(C(=O)OC(C)(C)C)c1c(C=O)cc2c(OC)ccc(OC)c2c1OC,C=C(C)CC(C(=O)OC(C)(C)C)c1c(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc2c(OC)ccc(OC)c2c1OC
179,carbonyl,ald,CC(=O)O/N=C(\Cc1ccccc1)[C@H](O)[C@@H](C=O)Cc1ccccc1,CC(=O)O/N=C(\Cc1ccccc1)[C@H](O)[C@@H](C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)Cc1ccccc1
180,carbonyl,ald,O=Cc1cc2ccccc2oc1=O,O=c1oc2ccccc2cc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
181,carbonyl,keto,CC(C)(C)c1ccc(N2CCC3(CCC(=O)CC3)C2=O)cc1,CC(C)(C)c1ccc(N2CCC3(CCC(=O)CC3)C2=O)cc1
182,carbonyl,keto,O=C1CCCC1Oc1ccc(Cl)cc1Br,O=C1CCCC1Oc1ccc(Cl)cc1Br
183,carbonyl,ald,O=Cc1ccccc1OC12CC3CC(CC(C3)C1)C2,C(c1ccccc1OC12CC3CC(CC(C3)C1)C2)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
184,carbonyl,ald,COc1cccc(CCC=O)c1O[Si](C)(C)C(C)(C)C,COc1cccc(CCC=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c1O[SiH3]
185,carbonyl,ald,O=C[C@H]1CCc2ccccc2O1,C([C@H]1CCc2ccccc2O1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
186,carbonyl,ald,COc1cccc(C2OCCCO2)c1Oc1cccc(C=O)c1,COc1cccc(C2OCCCO2)c1Oc1cccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c1
187,carbonyl,keto,O=C1CCCCC1O,O=C1CCCCC1O
188,carbonyl,keto,C/C=C1/CN2[C@H]3Cc4c([nH]c5ccc(OC)cc45)[C@@H]2C[C@@H]1C3=O,C/C=C1/CN2[C@H]3Cc4c([nH]c5ccc(OC)cc45)[C@@H]2C[C@@H]1C3=O
189,alkyl,alkyl,COC(=O)C(C)=CC=CC(C)=CC=P(c1ccccc1)(c1ccccc1)c1ccccc1,COC(=O)C(C)=CC=CC(C)=CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
190,carbonyl,ald,CCCC/C=C/CCCC=O,CCCC/C=C/CCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
191,alkyl,alkyl,C[C@H](CC=P(c1ccccc1)(c1ccccc1)c1ccccc1)C[C@@H](C)CCO,C[C@H](CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)C[C@@H](C)CCO
192,carbonyl,ald,CN1C(=O)[C@]2(C(C=O)=CO[C@]23C(=O)N(C)c2ccc(Cl)cc23)c2ccccc21,CN1C(=O)[C@]2(C(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)=CO[C@]23C(=O)N(C)c2ccc(Cl)cc23)c2ccccc21
193,carbonyl,keto,COc1ccc(COCC(=O)[C@@H](O[C@@H]2O[C@H](COCc3ccc(OC)cc3)[C@@H](OCc3ccc(OC)cc3)[C@H](OCc3ccc(OC)cc3)[C@H]2OCc2ccc(OC)cc2)[C@H](OCc2ccc(OC)cc2)[C@H](CO[Si](C)(C)C(C)(C)C)OCc2ccc(OC)cc2)cc1,COc1ccc(COCC(=O)[C@@H](O[C@@H]2O[C@H](COCc3ccc(OC)cc3)[C@@H](OCc3ccc(OC)cc3)[C@H](OCc3ccc(OC)cc3)[C@H]2OCc2ccc(OC)cc2)[C@H](OCc2ccc(OC)cc2)[C@H](CO[Si](C)(C)C(C)(C)C)OCc2ccc(OC)cc2)cc1
194,alkyl,alkyl,O=C(CCCCCCCCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1)OCc1ccccc1,O=C(CCCCCCCCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)OCc1ccccc1
195,carbonyl,keto,C=CCCCC1COCCC1=O,C=CCCCC1COCCC1=O
196,carbonyl,keto,CCCCCCC1(C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]2CCCCC2=O)SCCCS1,CCCCCCC1(C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]2CCCCC2=O)SCCCS1
197,carbonyl,ald,CC(C)(C)[Si](C)(C)OCCC[C@@H]1O[C@@]1(C)CCC=O,C[C@@]1(CCC=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)O[C@H]1CCCO[SiH3]
198,carbonyl,ald,O=CCCCCOC1CCCCO1,C(CCCCOC1CCCCO1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
199,carbonyl,ald,CC(C)OC(=O)C=O,CC(C)OC(=O)C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
200,carbonyl,ald,COCOc1cc(CCc2ccc(-c3ccc(OC)cc3C=O)c(OC)c2)ccc1OC,COCOc1cc(CCc2ccc(-c3ccc(OC)cc3C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)c(OC)c2)ccc1OC
201,carbonyl,ald,CC1=C[C@H](CC=O)[C@H](c2onc(C)c2[N+](=O)[O-])[C@@H](c2ccc(Cl)cc2Cl)C1,CC1=C[C@H](CC=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)[C@H](c2onc(C)c2[N+](=O)[O-])[C@@H](c2ccc(Cl)cc2Cl)C1
202,carbonyl,ald,C=C(Cl)C=O,C=C(Cl)C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
203,carbonyl,ald,O=CC[C@@H](C/C=C/C(=O)c1ccccc1Cl)c1ccccc1,O=C(/C=C/C[C@H](CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)c1ccccc1)c1ccccc1Cl
204,carbonyl,ald,COCCOCO[C@H](C=O)[C@H](O[Si](C)(C)C(C)(C)C)c1ccccc1,COCCOCO[C@H](C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)[C@H](O[SiH3])c1ccccc1
205,carbonyl,ald,C/C(C=O)=C\CO[Si](C)(C)C(C)(C)C,C/C(C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)=C\CO[SiH3]
206,alkyl,alkyl,Clc1ccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c(Br)c1,Clc1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c(Br)c1
207,carbonyl,ald,CC(CC=O)c1ccccc1,CC(CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)c1ccccc1
208,carbonyl,keto,CC(=O)c1ccc(C)c(Br)c1,CC(=O)c1ccc(C)c(Br)c1
209,carbonyl,ald,CCCC[C@@H]1[C@@H]([N+](=O)[O-])[C@H](CC(=O)c2ccccc2)CC[C@H]1C=O,CCCC[C@@H]1[C@@H]([N+](=O)[O-])[C@H](CC(=O)c2ccccc2)CC[C@H]1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
210,carbonyl,ald,O=Cc1ccccc1Oc1ccc(F)cc1,Fc1ccc(Oc2ccccc2C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
211,carbonyl,ald,CC(C)(C)OC(=O)C[C@H]1C[C@@H](C=O)OB(CCc2ccccc2)O1,CC(C)(C)OC(=O)C[C@H]1C[C@@H](C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)OB(CCc2ccccc2)O1
212,carbonyl,ald,CCCCC[C@@H](OCc1ccc(OC)cc1)[C@H](CCC=O)OCc1ccccc1,CCCCC[C@@H](OCc1ccc(OC)cc1)[C@H](CCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)OCc1ccccc1
213,carbonyl,keto,CC(=O)c1ccc(Cl)cc1,CC(=O)c1ccc(Cl)cc1
214,carbonyl,keto,COc1cccc(C(=O)C(F)(F)F)c1,COc1cccc(C(=O)C(F)(F)F)c1
215,carbonyl,keto,COC(=O)C(=O)c1cc2ccccc2n1C(=O)OC(C)(C)C,COC(=O)C(=O)c1cc2ccccc2n1C(=O)OC(C)(C)C
216,carbonyl,ald,COC(=O)CCC[C@@H](/C=C/C=C\C/C=C\CC=O)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,COC(=O)CCC[C@@H](/C=C/C=C\C/C=C\CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C
217,carbonyl,keto,O=C(c1ccccc1)c1ccc(CCCOc2cccnc2-c2ccccc2)cc1,O=C(c1ccccc1)c1ccc(CCCOc2cccnc2-c2ccccc2)cc1
218,carbonyl,ald,O=Cc1ccccc1Sc1ccc2ccc3cccc4ccc1c2c34,C(c1ccccc1Sc1ccc2ccc3cccc4ccc1c2c34)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
219,carbonyl,ald,CC(C)(C)OC(=O)N1C(=O)[C@]2(c3ccccc31)[C@H](CC=O)c1ccccc1O[C@H]2c1ccccc1,CC(C)(C)OC(=O)N1C(=O)[C@]2(c3ccccc31)[C@H](CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)c1ccccc1O[C@H]2c1ccccc1
220,carbonyl,ald,O=C/C=C/c1cnc2ccccc2c1,C(/C=C/c1cnc2ccccc2c1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
221,carbonyl,ald,CC(C)[Si](C#C/C=C\[C@@H]1[C@@H]2CCC[C@]13CCC[C@@H](CC=O)N3O2)(C(C)C)C(C)C,CC(C)[Si](C#C/C=C\[C@@H]1[C@@H]2CCC[C@]13CCC[C@@H](CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)N3O2)(C(C)C)C(C)C
222,carbonyl,ald,CCCCC=O,CCCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
223,alkyl,alkyl,CC(=CC=P(c1ccccc1)(c1ccccc1)c1ccccc1)C1OCC(C)(C)CO1,CC(=CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)C1OCC(C)(C)CO1
224,phosphine,phosphine,Fc1cccc(F)c1P(c1c(F)cccc1F)c1c(F)cccc1F,Fc1cccc(F)c1P(c1c(F)cccc1F)c1c(F)cccc1F
225,carbonyl,ald,CC1(C)OC[C@H](COCC[C@H]2OC(C)(C)O[C@H]2/C=C/CC[C@H]2OC(C)(C)O[C@H]2C=O)O1,CC1(C)OC[C@H](COCC[C@H]2OC(C)(C)O[C@H]2/C=C/CC[C@H]2OC(C)(C)O[C@H]2C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)O1
226,carbonyl,ald,O=Cc1ccc(-c2cc(-c3ccccc3)nc(-c3ccccc3)c2)cc1,C(c1ccc(-c2cc(-c3ccccc3)nc(-c3ccccc3)c2)cc1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
227,carbonyl,ald,O=Cc1ccc(C(=O)OCc2ccccc2)cc1OCc1ccccc1,O=C(OCc1ccccc1)c1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c(OCc2ccccc2)c1
228,carbonyl,keto,CC(=O)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,CC(=O)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
229,carbonyl,ald,Cc1cc(C=O)nn1-c1ccc2ccccc2c1,Cc1cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)nn1-c1ccc2ccccc2c1
230,carbonyl,ald,COC(=O)c1ccc(C=O)c([N+](=O)[O-])c1,COC(=O)c1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c([N+](=O)[O-])c1
231,alkyl,alkyl,Fc1ccc(F)c(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c1,Fc1ccc(F)c(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c1
232,carbonyl,ald,C=CCn1c(C=O)cc2c1CC=CC2,C=CCn1c(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc2c1CC=CC2
233,carbonyl,ald,COc1ccc([C@@H](C=O)c2ccccc2)c(OC)c1,COc1ccc([C@@H](C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c2ccccc2)c(OC)c1
234,carbonyl,keto,CC(C)[Si](OC[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2CC1=O)(C(C)C)C(C)C,CC(C)[Si](OC[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2CC1=O)(C(C)C)C(C)C
235,carbonyl,ald,CCOC(OCC)c1ccccc1C=O,CCOC(OCC)c1ccccc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
236,carbonyl,ald,COc1ccc(C=O)c(CCC(C)C)c1F,COc1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c(CCC(C)C)c1F
237,alkyl,alkyl,CCCCCCc1csc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c1,CCCCCCc1csc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c1
238,carbonyl,ald,C/C=C/CCCCCCCC=O,C/C=C/CCCCCCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
239,carbonyl,ald,CCOc1ccc(-n2cnc3cc(C=O)cnc32)cc1,CCOc1ccc(-n2cnc3cc(C=P(c4ccccc4)(c4ccccc4)[Yb]4CCCCC4)cnc32)cc1
240,alkyl,alkyl,CCOC(=O)/C(C)=C/C=P(c1ccccc1)(c1ccccc1)c1ccccc1,CCOC(=O)/C(C)=C/C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
241,carbonyl,keto,COCC(C)=O,COCC(C)=O
242,carbonyl,ald,O=Cc1ccc(-n2cnc([N+](=O)[O-])n2)cc1,O=[N+]([O-])c1ncn(-c2ccc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)cc2)n1
243,carbonyl,keto,O=C(O)CCCC(=O)c1ccccc1,O=C(O)CCCC(=O)c1ccccc1
244,alkyl,alkyl,CC(C=CC1=C(C)CCCC1(C)C)=CC(C)=P(c1ccccc1)(c1ccccc1)c1ccccc1,CC(C=CC1=C(C)CCCC1(C)C)=CC(C)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
245,carbonyl,ald,CO[C@@H]1CC[C@@H]([C@@H]2CC[C@@H](CC=O)CC2)CC1,CO[C@H]1CC[C@H]([C@H]2CC[C@H](CC=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)CC2)CC1
246,carbonyl,keto,COC(=O)c1ccc(C(=O)c2cc3c(cc2C)C(C)(C)CCC3(C)C)cc1I,COC(=O)c1ccc(C(=O)c2cc3c(cc2C)C(C)(C)CCC3(C)C)cc1I
247,alkyl,alkyl,C[C@H](CC=CCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1)OCOCc1ccccc1,C[C@H](CC=CCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)OCOCc1ccccc1
248,alkyl,alkyl,O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)NCC1CCOCC1,O=C(C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)NCC1CCOCC1
249,alkyl,alkyl,Fc1cccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c1,Fc1cccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c1
250,carbonyl,keto,C=CC[C@H]1CCCC[C@@H](CC(=O)OC(C)(C)C)C1=O,C=CC[C@H]1CCCC[C@@H](CC(=O)OC(C)(C)C)C1=O
251,carbonyl,keto,Cc1ccc2c(c1)C(=O)C(=O)N2C(=O)OC(C)(C)C,Cc1ccc2c(c1)C(=O)C(=O)N2C(=O)OC(C)(C)C
252,carbonyl,ald,O=CCCCOC1CCCCO1,C(CCCOC1CCCCO1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
253,alkyl,alkyl,COC(=O)C1=C(c2ccc([N+](=O)[O-])cc2)OC(=O)C1=P(c1ccccc1)(c1ccccc1)c1ccccc1,COC(=O)C1=C(c2ccc([N+](=O)[O-])cc2)OC(=O)C1=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
254,carbonyl,keto,O=C1CCCCCCCCCCCCCC1,O=C1CCCCCCCCCCCCCC1
255,carbonyl,ald,CC(C)(CC=O)CCOC1CCCCO1,CC(C)(CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)CCOC1CCCCO1
256,carbonyl,ald,CCCC[C@@H](C=O)[C@@H](c1ccccc1)[C@@H](C)[N+](=O)[O-],CCCC[C@@H](C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)[C@@H](c1ccccc1)[C@@H](C)[N+](=O)[O-]
257,alkyl,alkyl,Cc1ccncc1C=P(c1ccccc1)(c1ccccc1)c1ccccc1,Cc1ccncc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
258,alkyl,alkyl,C[Sn](C)(C)CC=P(c1ccccc1)(c1ccccc1)c1ccccc1,C[Sn](C)(C)CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
259,carbonyl,ald,O=Cc1ccc(OCc2ccccc2)c(CO)c1,OCc1cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)ccc1OCc1ccccc1
